0,3,cb9325cb-7dd4-4678-8f00-b09dcf4ddafa
1,3,cd2180ae-a689-42d1-b865-e64e19f32f7b
2,3,6b93cdfb-4962-41e2-a750-8a87e15298a5
3,50,a08f89e1-dbb8-49f4-93c8-8cad4b6fec99
4,18,7bafa7f3-d0dc-46aa-8e77-a76ab54f680e
5,7,3092408b-7a41-4f29-af93-22ce7e908a7a
6,1,1c17849b-ca40-4a44-964d-c9f71775c476
7,7,ccb8afc5-2ce3-47da-9703-f3ec7e70c819
8,1,93b1a58b-9b83-4bab-8fb1-dcf97ac8317a
9,20,137e6330-607a-4ae7-b038-9bc7846b2aa2
10,15,1d0a0719-85fc-46b4-b2b4-e2490aeeb691
11,20,b030f52f-3dd1-4be6-93e6-8529183cbea3
12,50,23944330-26ef-428b-8d9c-223904b38ef2
13,18,ad67adb2-e8b0-4a08-a05c-1c7d3543edca
14,20,0d811d1d-7619-4950-a440-ff5baeacb0f0
15,20,33e91891-1a84-4441-9f7d-d1cd248946d8
16,5,99d591a3-553f-417e-a385-38d5ede8794f
17,1,320466d8-37cf-4be2-b252-5496f93c29c4
18,5,e18ac2fa-ecff-4eb5-ab6c-dc26c25d8acd
19,1,e6891c0d-aa4c-4d11-ab69-bcd13f431a09
20,50,f6e9f4cf-c2f8-4886-9539-c6abaeafd5a4
21,18,31ed3c6a-cdac-4ea1-a90a-4e016b43e326
22,7,ba094f5d-0d19-4e19-b842-beb9ada7ff74
23,1,542548b9-86e7-451e-bafb-798c1b276d58
24,7,01c1b049-0a18-46de-a7f8-b8385b8692de
25,1,d7eff050-4357-4c90-8bab-4ff0d99a6976
26,20,dcfac71c-6eea-4999-a4ee-cc521a34f828
27,15,5d2ddd9c-4686-4bcc-ba3f-8a9786bc40ca
28,20,8c1eb0db-4759-44b6-8244-ba34a7163e9d
29,50,cce52da7-a41e-46fb-a5bc-0827b4a74d1b
30,18,abc655f9-4ebe-4946-a432-6b8386e3368a
31,20,39bccf7d-8517-4853-a26a-ddda4d5d2ccc
32,20,f2cc3fca-2b23-4aff-9008-c5b9133820e1
33,5,eed108d0-3998-44c4-b715-5b0aea7e5e1a
34,1,a9949902-0ae1-4622-a2eb-417a32cf7585
35,5,57c73470-23be-4306-8a26-436ffe9698ce
36,1,8436550e-d58c-4ccd-b774-8b4249fb4e67
37,50,25c8c661-4285-4d40-ac0a-199b8b237c7d
38,18,2a6d0162-50d8-42bf-8b81-2964321bd920
39,7,6895a193-0577-4abc-95ff-60e1c6e9d5be
40,1,a9a4fbf9-6b07-4675-88b8-f00c1421ed94
41,7,b7ebba69-ff67-484e-9460-8ff7b8851434
42,1,6bdcb7a6-d87f-4e5f-b05a-87d765526c4a
43,20,33623ee6-9247-4c1a-b09a-38d62870c45c
44,15,16f4d3c2-5957-4e7b-a24f-0b8b0ddef8a4
45,20,03952dd8-ce7f-411b-9faf-dba9f290f5a3
46,50,1f4fdd8a-13e6-40ae-be2f-193c71f356a6
47,18,d3c02151-e43b-4494-8e9d-66c686e77ad7
48,20,4cf2c49a-1a2b-450b-9fe9-c36eb19ffd44
49,20,b9d412c3-2364-40db-bedf-98470c38bd78
50,5,a07aa78a-20fd-4d12-9691-758dc778d10e
51,1,05d0311b-87a1-4c1b-9df0-f0b4f2f54167
52,5,92da0f5a-e7f0-42a3-9f6f-358781d7d238
53,1,d6b84969-b89d-4ecf-97f3-cfa1b7039e3b
54,3,42884257-b738-4221-92c5-0de30f400329
55,3,4da47380-548a-48d4-86e9-3adbff14a5ca
56,10,fceec084-1444-4137-ae06-972712264ce6
57,3,cba7b68d-4da4-45a0-88ad-9c21f2688312
58,37,1a562587-97e2-4576-8d97-72c1551b55db
59,36,a1e8021a-f03a-4b28-a73f-d45c7de60b1b
60,35,e05c50fc-13cd-42eb-94e6-7bcbb1840cb1
61,33,dbd8528c-1aad-4042-acb8-534ef58e9851
62,3,4a332dbf-a583-47ee-9e71-602c44ab7eae
63,10,fe25cd93-428b-445f-b10f-ae9e3dd9f968
